index,reason,prediction,label
406,"The text discusses the use of eminent domain by the administration to seize land for border security, opposing the construction of the border wall. This relates to I3 (Economic Orientation) as it involves government intervention in land seizure (Right stance, opposing command economy). It also touches on I7 (Cultural Value) by emphasizing individual property rights over collective government action (Right stance, individualism). I12 (Personal Right) is relevant as the opposition highlights protecting individual rights against government seizure (Right stance). Other dimensions (I1, I2, I4-I6, I8-I11) are unrelated as the text does not address political regime, state structure, economic equality, ethical issues, church-state relations, diplomacy, military, social development, or justice orientation directly.","[0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
407,"The text addresses systemic issues related to racial injustice and historical oppression (slavery), highlighting the need for societal change rather than blaming the community. This relates to I4 (Economic Equality) as it emphasizes outcome equality by pointing to systemic barriers. I7 (Cultural Value) is linked to collectivism through the focus on group rights and systemic change. I10 (Social Development) reflects revolutionism by advocating for direct action against systemic issues. I11 (Justice Orientation) leans toward result justice by addressing historical and systemic inequities. I12 (Personal Right) supports individual rights over social responsibility, as the text challenges the notion that marginalized groups must 'earn' respect through behavior.","[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3]"
408,"The text discusses an event aimed at helping immigrants succeed in job applications, interviews, and salary negotiations. This relates to **I4 (Economic Equality)** as it emphasizes equal access to opportunities (Right: Opportunity Equality). It also touches on **I7 (Cultural Value)** by promoting individual success and empowerment (Right: Individualism). Additionally, the focus on negotiating salary and personal success aligns with **I12 (Personal Right)**, prioritizing individual rights (Right: Individual Right). Other dimensions (I1, I2, I3, I5, I6, I8, I9, I10, I11) are unrelated as the text does not address political regimes, state structures, ethical debates, religion, diplomacy, military, social change methods, or justice frameworks.","[0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
409,"The text discusses the U.S. administration's approach to crime in Central America and gangs like MS-13, which relates to **I8 (Diplomatic Strategy)** and **I9 (Military Force)**. The 'harder line' stance aligns with a right-leaning diplomatic strategy (Isolationism: avoiding political entanglements) and militarism (using strong armed forces for political advantage). Other dimensions (I1-I7, I10-I12) are unrelated as the text does not address economic systems, cultural values, social development, etc.","[0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
410,"The text discusses organizations lobbying to place male rapists in jail with vulnerable women and overturn sex-based protections, which relates to **I5 (Ethical Pursuit)**. The opposition to such policies reflects *Ethical Conservatism* (Right stance), as it emphasizes restricting behavior based on moral norms. Additionally, the focus on protecting vulnerable women over individual rights of male rapists relates to **I12 (Personal Right)**, leaning toward *Social Responsibility* (Left stance). Other dimensions (I1–I4, I6–I11) are unrelated to the text's content.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
411,"The text primarily relates to I5 (Ethical Pursuit) and I12 (Personal Right). The user strongly opposes restrictions on abortion and birth control access, aligning with Ethical Liberalism (Left, I5:1). They emphasize individual rights over social responsibility by prioritizing personal choice and withholding economic support (Individual Right, Right, I12:3). Other dimensions (e.g., economic systems, state structure) are unrelated as the focus is on ethical autonomy and personal rights.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
412,"The text discusses NATO's military intervention in Kosovo under the pretext of defending an ethnic group, contrasting it with Russia's lack of perceived right to defend ethnic Russians in Ukraine. This primarily relates to diplomatic strategy (I8), where the criticism of NATO's intervention suggests opposition to globalism (Right: isolationism). The disapproval of NATO's militaristic action aligns with pacifism (I9, Left). The argument about Russia's right to defend its ethnic group reflects support for individual rights over social responsibility (I12, Right). Other dimensions (I1-I7, I10-I11) are unrelated as the text focuses on international military actions and double standards rather than economic systems, cultural values, or domestic policies.","[0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0]"
413,"The text discusses the GOP nominee's stance on abortion rights, specifically opposing Roe v. Wade and advocating for anti-abortion policies. This directly relates to **I5 (Ethical Pursuit)**, where opposing abortion rights aligns with *Ethical Conservatism* (Right). Other dimensions (e.g., Political Regime, Economic Orientation) are unrelated to the content.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
414,"The text discusses Micron's investment in U.S. memory manufacturing, emphasizing job creation, national security, and supply chain resilience. This relates to I1 (Political Regime) as it reflects private corporate investment (Capitalism, Right). I3 (Economic Orientation) is addressed through market-driven corporate decisions (Market Economy, Right). I7 (Cultural Value) leans toward Collectivism by prioritizing national benefits and collective job creation (Left). I8 (Diplomatic Strategy) highlights reducing foreign dependencies, aligning with Isolationism (Right). I12 (Personal Right) emphasizes social responsibility through job creation (Left). Other dimensions (I2, I4-I6, I9-I11) are unrelated.","[3, 0, 3, 0, 0, 0, 1, 3, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
415,"The text is a promotional announcement for a book in the DI Ridpath series, focusing on genre (#crime, #thriller) and location (#manchester). It does not express ideological stances related to political regimes, state structure, economic policies, ethical values, church-state relations, cultural collectivism/individualism, diplomacy, military strategy, social development approaches, justice orientation, or personal rights/responsibilities. All detection dimensions (I1–I12) are unrelated to the content.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
416,"The text discusses the conflict between pro-choice and anti-choice groups, highlighting issues related to Ethical Pursuit (I5) as it involves support for abortion rights (Left stance). The mention of NYPD supporting theocrats suggests a blend of religious and state power, indicating a Right stance in Church-State Relations (I6). Other dimensions like Political Regime, State Structure, etc., are unrelated as the text focuses on ethical and religious-state dynamics.","[0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
417,"The text discusses the concept of a 'Meninism Movement' as a response to feminism, suggesting a stance against feminist movements. This relates to I5 (Ethical Pursuit), where advocating for traditional gender roles (opposing sexual liberation or progressive ethical norms) aligns with Ethical Conservatism (Right). Other dimensions (I1, I2, I3, I4, I6, I7, I8, I9, I10, I11, I12) are unrelated as the text does not address political regimes, economic systems, state structure, or other listed ideological aspects.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
418,"The text discusses the international conflict in Ukraine and its significance for the proletariat, indicating a focus on collective class struggle (I7: Collectivism - Left). The use of 'proletariat' aligns with socialist terminology, suggesting a left-leaning stance on Political Regime (I1: Socialism - Left). The emphasis on an international conflict affecting the proletariat across Europe implies a globalist perspective (I8: Globalism - Left). The potential for large-scale military conflict and its implications for social change may hint at revolutionary undertones (I10: Revolutionism - Left). Other dimensions (I2, I3, I4, I5, I6, I9, I11, I12) are unrelated as the text does not address state structure, economic systems, equality types, ethics, church-state relations, military strategy, justice, or personal rights explicitly.","[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
419,"The text emphasizes the need for swift and decisive action with international allies to address the Ukraine-Russia crisis, reflecting a globalist diplomatic strategy (I8: Globalism, Left). It also advocates for the use of strong military force to counter the assault, aligning with militarism (I9: Militarism, Left). Other dimensions (I1-I7, I10-I12) are unrelated as the text does not address political regime, economic policies, cultural values, or other listed aspects.","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]"
420,"The text condemns Russia's military action against Ukraine, highlighting the senselessness of the war and emphasizing solidarity with Ukraine. This relates to I8 (Diplomatic Strategy) as it supports international solidarity (#StandWithUkraine), aligning with Globalism (Left). It also relates to I9 (Military Force) by opposing militaristic aggression, aligning with Pacifism (Right). Other dimensions (I1-I7, I10-I12) are unrelated as the text focuses on war condemnation and international support without addressing economic systems, cultural values, or other ideological aspects.","[0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
421,"The text discusses a pro-choice organization protesting against the overturning of Roe v. Wade, which relates to Ethical Pursuit (I5) as it supports abortion rights (Ethical Liberalism, Left). The protest as a direct action aligns with Revolutionism (I10, Left). The focus on individual rights to choose abortion relates to Personal Right (I12, Right). Other dimensions (I1, I2, I3, I4, I6, I7, I8, I9, I11) are unrelated as the text does not address political regimes, state structure, economic policies, church-state relations, cultural collectivism, diplomacy, military, or justice types.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 3]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 2]"
422,"The text discusses the legal argument for a woman's right to abortion based on constitutional liberties and equal protection, which relates to Ethical Pursuit (I5) supporting Ethical Liberalism (Left). It emphasizes individual rights (I12: Individual Right, Right) and aligns with Result Justice (I11: Left) by advocating for fair treatment. Cultural Value (I7) leans toward Individualism (Right) as it focuses on personal liberty. Other dimensions are unrelated as the text does not address political regimes, economic policies, state structure, etc.","[0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 1, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
423,"The text relates to I5 (Ethical Pursuit) by supporting a woman's right to choose (Ethical Liberalism, Left). It also touches I10 (Social Development) through advocating direct action (protest), aligning with Revolutionism (Left). Additionally, I12 (Personal Right) is relevant as it prioritizes protecting individual rights (Right). Other dimensions (I1-I4, I6-I9, I11) are unrelated as they do not address political regime, state structure, economic issues, church-state relations, cultural collectivism, diplomacy, military, or justice types.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3]"
424,"The text discusses factors affecting gas prices, emphasizing market elements like taxes, distribution, and refining costs. This relates to I3 (Economic Orientation) as it highlights market-driven factors (Right/Market Economy). The mention of addressing all factors to fix prices suggests gradual systemic adjustments, aligning with I10 (Social Development) as Reformism (Right). Other dimensions (I1, I2, I4-I9, I11-I12) are unrelated as the text does not touch on political regimes, state structure, equality, ethics, cultural values, diplomacy, military, justice, or personal rights.","[0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
425,"The text discusses trans rights groups advocating for GRA reform as a simple administrative change, which relates to Ethical Pursuit (I5). The support for reforms that ease processes for trans people aligns with Ethical Liberalism (Left stance). Other dimensions (I1-I4, I6-I12) are unrelated as the text does not address political regimes, economic policies, church-state relations, etc.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
426,"The text discusses women's autonomy and reproductive rights, emphasizing individual choice ('Hands off of women's right to decide'). This relates to **I5 (Ethical Pursuit)** as it supports ethical liberalism (left) by advocating for women's right to make decisions about their bodies. It also touches on **I7 (Cultural Value)** by prioritizing individualism (right) through the emphasis on personal rights over collective norms. Additionally, **I12 (Personal Right)** is relevant as the text stresses protecting individual rights (right) rather than social responsibility. Other dimensions (I1-I4, I6, I8-I11) are unrelated to the content.","[0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3]"
427,"The text is a playful interaction about personal relationships and does not directly address any of the ideological dimensions listed. All dimensions (I1-I12) are unrelated as the content focuses on social banter rather than political, economic, ethical, or structural ideologies.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
428,"The text discusses the potential negative impact of restrictive laws on women's rights, particularly referencing mortality rates and personal experience. This relates to I5 (Ethical Pursuit) as it advocates for sexual/reproductive freedom (Left: Ethical Liberalism). It also touches on I12 (Personal Right) by emphasizing the protection of individual rights (Right: Individual Right). Other dimensions (e.g., Political Regime, Economic Orientation) are unrelated.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3]"
429,"The text addresses issues related to economic equality (I4) by highlighting racial and economic inequality, aligning with the left's focus on outcome equality. It also touches on collectivism (I7) through the emphasis on societal problems over individual pride, supporting a collectivist stance. The mention of 'fascists' attacking democratic norms indirectly relates to opposing right-wing ideologies, but does not explicitly address other dimensions like Political Regime (I1) or State Structure (I2). The reaction to the Brit Monarchist's comment hints at secularism (I6) by rejecting deference to religious/monarchical authority, but this is not fully elaborated. Other dimensions (I3, I5, I8-I12) are unrelated or lack sufficient context.","[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
430,"The text focuses on economic support for unemployed and low-income groups, state aid, and conditional triggers, which relate to economic equality (I4: Outcome Equality) and government intervention in the economy (I3: Command Economy). Emphasizing collective welfare aligns with Collectivism (I7). The focus on federal support for states suggests Centralism (I2). The stimulus approach through legislative negotiation leans toward Reformism (I10). Justice orientation (I11) prioritizes fair distribution (Result Justice), and social responsibility (I12) is highlighted. Other dimensions (I1, I5, I6, I8, I9) are unrelated.","[0, 1, 1, 1, 0, 0, 1, 0, 0, 3, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 2]"
431,"The text emphasizes a woman's right to choose and reproductive freedom, directly relating to **I5 (Ethical Pursuit)**. The advocacy for abortion rights and bodily autonomy aligns with *Ethical Liberalism* (Left stance). The phrase 'protect the rights of all Texans' also touches on **I12 (Personal Right)**, stressing *Individual Right* (Right stance) over social responsibility. Other dimensions (I1, I2, I3, I4, I6, I7, I8, I9, I10, I11) are unrelated as the text does not address political regimes, economic systems, church-state relations, etc.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3]"
432,"The text emphasizes government intervention in funding communities (#BuildBackForJustice) and criticizes the Inflation Reduction Act (IRA) as insufficient, indicating support for a command economy (I3:1). Urging Congress to act reflects centralism (I2:1). The focus on justice and funding communities suggests outcome equality (I4:1) and result justice (I11:1). The collectivist approach to community funding aligns with collectivism (I7:1). The urgency ('NOW!') and call for action beyond existing reforms imply revolutionism (I10:1). Emphasis on social responsibility over individual rights (I12:1). Other dimensions (I1, I5, I6, I8, I9) are unrelated.","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1]","[2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
433,"The text discusses trans rights, specifically advocating for their inclusion under the Americans With Disabilities Act and appropriate housing in prisons. This relates to:
- **I5 (Ethical Pursuit)**: Supporting trans rights aligns with *Ethical Liberalism* (Left), as it challenges traditional norms.
- **I7 (Cultural Value)**: Emphasizing individual identity and rights over collective norms reflects *Individualism* (Right).
- **I10 (Social Development)**: Using legal avenues (lawsuits) suggests a *Reformist* approach (Right).
- **I11 (Justice Orientation)**: Seeking equitable treatment for trans women in prisons aligns with *Result Justice* (Left).
- **I12 (Personal Right)**: Prioritizing trans individuals' rights over societal responsibility reflects *Individual Right* (Right).
Other dimensions (I1-I4, I6, I8-I9) are unrelated to the text's focus.","[0, 0, 0, 0, 1, 0, 3, 0, 0, 3, 1, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]"
434,"The text criticizes the Biden administration's focus on changing terminology ('illegal alien' and 'assimilation') for 'humane' reasons while highlighting issues like UACs being 'raped and trafficked.' This relates to:
- **I5 (Ethical Pursuit)**: Opposition to prioritizing inclusive language (ethical liberalism) aligns with ethical conservatism (Right).
- **I10 (Social Development)**: Implicit demand for direct action to address border crises over gradual semantic reforms reflects revolutionism (Left).
- **I11 (Justice Orientation)**: Emphasis on actual harm to UACs over procedural fairness leans toward result justice (Left).
- **I12 (Personal Right)**: Focus on protecting individual victims’ rights over administrative semantics aligns with individualism (Right).
Other dimensions (I1-I4, I6-I9) are unrelated.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 3]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
435,"The text discusses abortion access and urges executive action to protect it, which relates to Ethical Pursuit (I5). The support for protecting abortion care aligns with Ethical Liberalism (Left). Other dimensions (I1, I2, I3, I4, I6, I7, I8, I9, I10, I11, I12) are unrelated as the text does not address political regime, state structure, economic policies, church-state relations, cultural values, diplomacy, military, social development methods, justice, or personal rights.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
436,"The text promotes a crime thriller featuring strong women detectives in a dystopian setting. This relates to I7 (Cultural Value) as it emphasizes individualism by highlighting strong, capable female protagonists, which aligns with valuing individual importance. Other dimensions (I1-I6, I8-I12) are unrelated as the text does not discuss political regimes, economic systems, ethical stances, church-state relations, military strategies, social development approaches, justice orientation, or personal rights vs responsibilities.","[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
437,"The text emphasizes supporting pro-choice candidates to regain bodily autonomy, which relates to I5 (Ethical Pursuit) as it supports ethical liberalism (left). The focus on individual rights (bodily autonomy) aligns with I7 (Cultural Value) individualism (right). The call to elect candidates through existing political processes reflects a reformist approach (I10, right). The emphasis on protecting individual rights over social responsibility relates to I12 (Personal Right, right). Other dimensions (I1-I4, I6, I8-I9, I11) are unrelated.","[0, 0, 0, 0, 1, 0, 3, 0, 0, 3, 0, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]"
438,"The text addresses issues related to social justice and equality, particularly focusing on the #BlackLivesMatter movement. It critiques the dismissal of systemic issues affecting Black communities by redirecting attention to #BlackOnBlackCrime. This relates to:
- **I4 (Economic Equality)**: The emphasis on valuing Black lives aligns with *Outcome Equality* (Left), as it advocates for equitable treatment and recognition.
- **I7 (Cultural Value)**: The collective focus on addressing systemic racism supports *Collectivism* (Left).
- **I11 (Justice Orientation)**: The critique implies a demand for *Result Justice* (Left), seeking fair treatment and acknowledgment of systemic inequities.
Other dimensions (I1, I2, I3, I5, I6, I8, I9, I10, I12) are unrelated as the text does not discuss political regimes, economic systems, ethics, religion, diplomacy, military, social development strategies, or individual rights vs responsibilities.","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
439,"The text discusses the growth of China's environmental protection industry and its contribution to economic growth. It does not explicitly address any of the ideological dimensions listed, such as political regime, state structure, economic orientation, or others. The focus is on economic performance rather than ideological stances related to public vs. private ownership, centralism vs. federalism, or other specified dimensions. Therefore, all dimensions are marked as unrelated.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
440,"The text discusses the border crisis and control by Mexican drug cartels, which relates to Diplomatic Strategy (I8) and Military Force (I9). The statement implies a need for stronger border control and military action against cartels, aligning with Isolationism (Right) in I8 and Militarism (Left) in I9. Other dimensions are unrelated as they do not address political regime, economic policies, cultural values, etc.","[0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
441,"The text addresses institutional racism and its impact on the sanctity of life, particularly in police encounters with black men. This relates to **I4 (Economic Equality)** as it highlights systemic inequality in outcomes (Left stance). **I7 (Cultural Value)** is relevant due to the focus on collective societal issues (Collectivism, Left). **I9 (Military Force)** is implicated through criticism of police violence, opposing militarism (Right/Pacifism stance). **I11 (Justice Orientation)** emphasizes unfair outcomes (Result Justice, Left). **I12 (Personal Right)** leans toward social responsibility over individual rights (Left). Other dimensions (I1, I2, I3, I5, I6, I8, I10) are unrelated.","[0, 0, 0, 1, 0, 0, 1, 0, 3, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3]"
442,"The text emphasizes unity among diverse groups advocating for justice, particularly highlighting #BlackLivesMatter. Related dimensions include I4 (Economic Equality: Outcome Equality, as it stresses equal treatment for marginalized groups), I5 (Ethical Liberalism: support for trans/cis inclusion), I7 (Cultural Value: Collectivism, prioritizing collective action), I10 (Social Development: Revolutionism, direct action for social change), I11 (Justice Orientation: Result Justice, demanding fair outcomes), and I12 (Personal Right: Social Responsibility, collective accountability). Unrelated dimensions: I1, I2, I3, I6, I8, I9.","[0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
443,"The text discusses the potential political actions by Republicans to ban abortions and impose criminal penalties post-Roe v. Wade, which directly relates to **I5 (Ethical Pursuit)**. The stance aligns with *Ethical Conservatism* (Right) as it implies support for restricting abortion based on moral norms. Additionally, the mention of prioritizing voting for GOP to enforce such bans touches on **I12 (Personal Right)**, favoring *Social Responsibility* (Right) over individual rights. Other dimensions (e.g., Political Regime, Economic Orientation) are unrelated as the text focuses on abortion policy and voter mobilization, not broader economic or structural ideologies.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
444,"The text criticizes the #BLM movement by suggesting they desire harm towards police officers, which relates to I5 (Ethical Pursuit). The stance aligns with Ethical Conservatism (Right) by implying disapproval of progressive social movements and emphasizing moral restrictions. Other dimensions (I1-I4, I6-I12) are unrelated as the text does not address political regimes, economic policies, church-state relations, cultural collectivism/individualism, etc.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
445,"The text discusses the Inflation Reduction Act and its potential to save money, which relates to government intervention in the economy (I3: Command Economy - Left). It does not explicitly address public vs. private ownership (I1), state structure (I2), economic equality (I4), ethical issues (I5), church-state relations (I6), cultural values (I7), diplomatic strategy (I8), military force (I9), social development (I10), justice orientation (I11), or personal rights vs. responsibilities (I12). The focus is on economic policy without clear stances on other dimensions.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
446,"The text emphasizes the importance of educating children about women's history and struggles, which relates to Cultural Value (I7) by promoting collective awareness and Social Responsibility (I12) through advocating for education as a societal duty. It also touches on Economic Equality (I4) by highlighting access to knowledge about historical struggles, aligning with Opportunity Equality. Other dimensions are unrelated as the text does not discuss political regimes, economic systems, ethical issues, or other specified topics.","[0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
447,"The text discusses opposition to a woman's right to choose, which relates to **I5 (Ethical Pursuit)**. The stance supports ethical liberalism (Left), advocating for abortion rights. It also touches on **I12 (Personal Right)** by emphasizing individual rights (Right) over social responsibility. Other dimensions are unrelated as the text focuses on reproductive rights and individual autonomy without addressing political regimes, economic systems, or other cultural values.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3]"
448,"The text expresses strong disapproval of the media and Democrats, accusing them of destroying the country's long-standing achievements. This relates to I10 (Social Development) as the user opposes rapid, destructive changes, aligning with Reformism (Right). It also touches on I12 (Personal Right) by emphasizing the failure of social responsibility (Left) in preserving national integrity. Other dimensions are unrelated as the text focuses on political blame rather than economic, ethical, or structural issues.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
449,"The text discusses temporary visa concessions for family members of British nationals in Ukraine, indicating a stance on immigration policy. This relates to I8 (Diplomatic Strategy) as it reflects a globalist approach by engaging internationally to address the Ukraine conflict. It also touches on I12 (Personal Right) by emphasizing the protection of individual rights through immigration measures. Other dimensions are unrelated as the text does not address political regimes, economic systems, ethical issues, or other listed topics.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0]"
450,"The user's input consists of questions about the Inflation Reduction Act (IRA), specifically its naming and mechanisms for reducing inflation. The text does not express explicit ideological stances but seeks factual explanations. None of the provided dimensions (I1-I12) are directly related to the content, as the questions are neutral and informational rather than advocating for or against specific ideological positions.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
451,"The text describes a hypothetical and surreal scenario involving an abortion clinic visit leading to an unexpected labor, with no explicit ideological stance expressed. It does not engage with any of the defined ideological dimensions (I1-I12). The mention of abortion (I5) is contextual but does not advocate for ethical liberalism or conservatism, and the narrative focus is on absurdity rather than ideological positioning. All dimensions are unrelated.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
452,"The text discusses the rapid development of China's robot industry and its contribution to economic and social development. It does not explicitly address any of the ideological dimensions listed. There is no mention of political regime, state structure, economic orientation, equality, ethical issues, church-state relations, cultural values, diplomatic strategies, military force, social development approaches, justice orientation, or personal rights. The content is focused on technological progress and economic impact without ideological stance.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
453,"The text discusses President Biden's decision to ban Russian oil and gas imports in response to Russia's invasion of Ukraine. This action relates to **I8 (Diplomatic Strategy)** as it reflects a globalist approach by engaging in international economic measures to address geopolitical conflicts, aligning with the left stance (Globalism). Other dimensions (I1-I7, I9-I12) are unrelated as the text does not address political regime, state structure, economic orientation/equality, ethical pursuits, church-state relations, cultural values, military force, social development, justice orientation, or personal rights.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0]"
454,"The text focuses on raising funds for Ukrainian communities affected by war, emphasizing collective action (I7: Collectivism) and international solidarity (I8: Globalism). It encourages social responsibility (I12) by urging donations and sharing the message. Other dimensions (I1-I6, I9-I11) are unrelated as the text does not address political regimes, economic systems, ethical issues, or other specified topics.","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0]"
455,"The text discusses legal limitations affecting a rape case, highlighting issues with procedural justice (I11) and individual rights (I12). The mention of #metoo relates to ethical liberalism (I5) by advocating for victims' rights. Other dimensions (I1-I4, I6-I10) are unrelated as they do not address political regime, economy, cultural values, or other specified aspects.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
456,"The text discusses the West's foreign policy regarding sanctions on Russia and Israel, which relates to I8 (Diplomatic Strategy). The criticism of 'double standards' implies a stance towards a more consistent international approach, suggesting a neutral or balanced view (Center) rather than strictly Globalism or Isolationism. Other dimensions (I1-I7, I9-I12) are unrelated as the text does not address political regimes, economic systems, cultural values, or other listed aspects.","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
