index,reason,prediction,label
199,"The text supports investigating buffer zones around abortion clinics and criticizes those focusing on “define a woman?” while ignoring harassment outside clinics. This reflects a pro-choice, socially liberal stance on abortion access, aligning with Ethical Liberalism (I5 Left). There is no clear content about economic systems (I1, I3, I4), state structure (I2), church–state relations (I6), cultural collectivism vs individualism (I7), foreign policy (I8), use of military force (I9), pace/methods of social change (I10), justice orientation (I11), or an explicit emphasis on individual rights vs social responsibility (I12). Thus, only I5 is related; the rest are unrelated.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3]"
200,"The text is a factual report about Dr. Thomas Dobbs III in connection with a Supreme Court decision allowing states to ban abortions. It does not express support or opposition. This touches Ethical Pursuit (I5) because abortion is an ethical issue but offers no stance, so it is related but neutral. It also touches State Structure (I2) by referencing state authority over abortion policy, again without endorsing centralism or federalism, so related but neutral. All other dimensions are not addressed.","[0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
201,"The text is a descriptive caption about a protest action (“die-in”) opposing the city’s potential forceful reopening of an unofficial autonomous zone (George Floyd Square). It indicates the use of direct, conspicuous activism to pursue social/political goals, aligning with I10 (Social Development) toward Revolutionism. There is no explicit stance on ownership/production (I1), state structure (I2), economic organization (I3), equality framing (I4), ethical/social issues (I5), church-state relations (I6), cultural individualism vs collectivism (I7), foreign policy (I8), interstate military force (I9), justice orientation (I11), or emphasis on personal rights vs responsibilities (I12).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
202,"The text critiques political strategies that restrict women's rights and emphasizes majority support for abortion choice. This directly signals Ethical Pursuit (I5) in favor of liberal positions on abortion (ethical liberalism). It foregrounds protecting individual rights (women's rights and the ability to choose), aligning with Personal Right (I12) toward Individual Right. The appeal centers on outcomes—well-being of women and alignment with majority preferences—rather than on procedural legitimacy, which aligns with Result Justice (I11). The emphasis on personal autonomy and 'choice' also reflects Cultural Value (I7) leaning toward Individualism. The text does not address economic systems (I1, I3), state structure (I2), economic equality (I4), church-state relations (I6), diplomacy (I8), military force (I9), or social change pace (I10), so those are unrelated.","[0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 1, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
203,"The text criticizes the current U.S. administration for perceived inaction on the southern border and calls to ""put an end"" to the crisis. It does not address ownership of property (I1), state structure (I2), economic systems (I3), equality (I4), ethical issues like abortion or marriage (I5), church-state relations (I6), cultural values (I7), use of military force in international conflicts (I9), methods of social change (I10), justice frameworks (I11), or personal rights vs responsibilities (I12). The only dimension it indirectly touches is Diplomatic Strategy (I8), where the push for stronger border control and the framing of immigration as a crisis aligns with an isolationist inclination (Right).","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3]"
204,"The text is a partisan, anti-incumbent statement calling for term limits and for voting out Democrats. It does not address ownership of production (I1), state structure (I2), economic planning vs markets (I3), equality models (I4), moral-cultural issues like abortion or LGBTQ rights (I5), church-state relations (I6), individual vs collective value (I7), foreign policy posture (I8), or use of military force (I9), nor does it speak to prioritizing individual rights vs social responsibility (I12). It does express a preference for institutional change via policy (term limits) and electoral turnover rather than revolutionary upheaval, aligning with Reformism (I10 Right). The emphasis on fixing governance through procedural constraints (term limits) reflects a Procedural Justice orientation (I11 Right).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0]","[0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
205,"The text advocates for carving out a filibuster exception to pass federal legislation that would codify Roe v. Wade, contingent on electing more pro‑choice Democrats to the U.S. Senate. This clearly signals Ethical Liberalism regarding abortion rights (I5). Seeking nationwide federal legislation to set uniform policy indicates a preference for central authority over state autonomy (I2). Proposing to alter legislative procedure to secure a specific policy outcome reflects a Result‑Justice orientation (I11). The approach operates within institutional mechanisms (changing Senate rules and passing a law), which is reformist rather than revolutionary (I10). Emphasis on protecting the right to choose aligns with prioritizing Individual Rights (I12). Other dimensions—political regime (I1), economic orientation (I3), economic equality (I4), church‑state (I6), cultural value (I7), diplomacy (I8), and military force (I9)—are not addressed.","[0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 1, 3]","[0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
206,"The text is a partisan critique of President Biden’s immigration policies, framed as a border crisis leading to family separation and citing a child’s expulsion by CBP. It does not address economic systems (I1, I3), state structure (I2), economic equality (I4), culture-war ethics (I5), church-state relations (I6), cultural value of individual vs collective (I7), use of military force (I9), pace of social change (I10), justice frameworks (I11), or rights vs responsibilities (I12). The only dimension tangentially implicated is diplomatic/foreign posture (I8): the criticism implies support for stricter border controls and reduced cross-border openness, aligning with a more isolationist/restraint-oriented stance rather than globalist openness. All other dimensions are unrelated based on the content provided.","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
207,"The text is a factual statement about a law enforcement investigation into alleged proceeds of crime related to the creation and sale of pornographic films. It does not express normative positions on political regimes, state structure, economic systems, equality, ethical values, religion-state relations, cultural values, foreign policy, military use, social change strategy, justice orientation, or personal rights. Mentioning pornographic films is descriptive within a legal context and does not convey a stance for or against ethical liberalism or conservatism. Therefore, all dimensions are unrelated.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
208,"The text expresses clear stances on cultural-ethical and individual-rights issues. It supports abortion rights (“woman’s right to choose”), indicating Ethical Liberalism (I5). It is openly anti-religion and implicitly opposes religious influence over law in the abortion context, aligning with Secularism (I6). The emphasis on personal autonomy (“Never had kids and never will” and defending a woman's right to choose) reflects Individualism (I7) and prioritizing Individual Rights over social duties (I12). The statement about never shooting someone is a personal non-violence claim but does not articulate a position on interstate force, so I9 is unrelated. No content addresses political regime (I1), state structure (I2), economic orientation (I3), economic equality (I4), diplomatic strategy (I8), social development strategy (I10), or justice orientation (I11).","[0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]"
209,"The text honors a Ukrainian soldier who died in battle and praises her willingness to defend the country to the end, framing her as a hero. This expresses support for the use of armed force in defense, aligning with Militarism (I9). It also valorizes sacrifice for the nation, indicating a collectivist cultural value that prioritizes the collective (the country) over individual life (I7). Additionally, the praise of duty and self-sacrifice suggests an emphasis on social responsibility over individual rights (I12). The text does not address political or economic systems, state structure, equality models, ethical liberalism vs. conservatism, church-state relations, diplomatic strategy, approaches to social change, or justice orientation, so those dimensions are unrelated.","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
210,"The text criticizes an ""anti-abortion"" constitutional amendment, implying a pro-choice stance aligned with Ethical Liberalism (I5 Left). It also condemns an ""anti-voting"" amendment, indicating support for protecting voting access and individual civil liberties, aligning with Individual Right (I12 Right). The focus on safeguarding voting procedures suggests a preference for Procedural Justice (I11 Right). Other dimensions (political regime, state structure, economic orientation/equality, church-state relations, cultural values, diplomacy, military, social development) are not addressed beyond procedural/budget timing and thus are unrelated.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 3]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
211,"The text is a descriptive commentary on the Russia–Ukraine war’s strategic situation, predicting a shift to a static front in the Donbas and a prolonged conflict. It does not express normative positions on political regime, state structure, economic systems, equality, ethical or cultural values, church–state relations, diplomatic orientation, militarism vs. pacifism, social change methods, justice, or personal rights. Mentions of military action are observational rather than endorsements or condemnations. Therefore, all listed ideological dimensions are unrelated.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
212,"The text is an announcement for two podcast episodes featuring voices from Richmond, VA and Omaha, NE discussing repression and resistance following the murder of George Floyd and the ensuing nationwide protests. This primarily relates to I10 (Social Development), as it centers on direct, noticeable collective action (protests/resistance), aligning with a revolutionist orientation. The text does not express positions on ownership of property (I1), state structure (I2), economic decision-making (I3), economic equality (I4), cultural/ethical issues (I5), church-state relations (I6), individual vs collective value (I7), foreign policy (I8), inter-state military force (I9), justice framework (I11), or emphasis on rights vs responsibilities (I12). While the wording ""murder"" signals a critical view of state violence, it does not map clearly to the other specified dimensions in this brief announcement.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
213,"The text is an informational/affirmative note about the U.S. Inflation Reduction Act focusing on clean energy investment and renewable energy tax credits. This touches the Economic Orientation dimension (I3) by implying support for government-led incentives and investment to steer markets toward clean energy—indicative of a mixed approach that uses market mechanisms (tax credits) alongside public investment, thus center-related rather than fully command or purely market. No explicit stances are expressed on ownership systems (I1), state structure (I2), equality (I4), ethical/cultural issues (I5, I7), church-state (I6), foreign policy (I8), military (I9), pace of social change (I10), justice orientation (I11), or personal rights vs responsibilities (I12), so these are unrelated.","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
214,"The text references 'pro-choice' in the context of abortion, which maps to Ethical Pursuit (I5). However, the speaker does not explicitly endorse or oppose abortion; they simply commend a friend's candor about the limits of statutory language, leaving the stance ambiguous rather than clearly liberal (pro-choice) or conservative (pro-life). Mentions of 'statutory language' do not articulate a normative position on justice procedures (I11) or individual rights (I12). All other dimensions (I1–I4, I6–I12 except I5) are not addressed.","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
215,"The text is a set of personal rules and slogans expressing strong stances on policing, racial justice, and trans rights, plus pop-culture preferences. Related dimensions: I5 Ethical Pursuit is clearly engaged, as the affirmations “Transwomen are women” and “Transmen are men,” along with opposition to JK Rowling’s gender‑critical stance, align with Ethical Liberalism (support for LGBT acceptance and sexual liberation grounded in consent). Condemnation of pedophilia and zoophilia is consistent with harm/consent-based ethics and does not indicate Ethical Conservatism. I11 Justice Orientation is engaged: #ACAB and #blacklivesmatter emphasize outcomes (ending police violence and racial injustice) rather than trust in existing procedures, aligning with Result Justice. I12 Personal Right is engaged: the focus on recognizing and protecting individual identities/rights (trans women/men as women/men) aligns with Individual Right. Unrelated dimensions: I1 Political Regime, I2 State Structure, I3 Economic Orientation, I4 Economic Equality, I6 Church-State Relations, I7 Cultural Value (no explicit stance on collectivism vs individualism beyond identity recognition), I8 Diplomatic Strategy, I9 Military Force (policing is domestic, not inter-state), and I10 Social Development (no clear advocacy of revolutionary vs gradual change).","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
216,"The text criticizes a state-level anti-abortion constitutional amendment and the Republicans who advanced it, indicating a stance supportive of abortion rights and critical of moral restrictions on personal behavior. This directly relates to Ethical Pursuit (I5), where opposition to anti-abortion measures aligns with Ethical Liberalism. It also relates to Personal Right (I12), as the negative framing of an anti-abortion amendment implies support for individual bodily autonomy and rights. Additionally, the note that it was “pushed through late last night” and that no one is willing to defend it signals concern about transparency and fair procedure, aligning with Procedural Justice (I11). Other dimensions—Political Regime (I1), State Structure (I2), Economic Orientation (I3), Economic Equality (I4), Church-State Relations (I6), Cultural Value (I7), Diplomatic Strategy (I8), Military Force (I9), Social Development (I10)—are not explicitly addressed in the text.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 3]","[0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
217,"The text advocates urgent collective action on climate change, emphasizing a global, shared responsibility. This signals collectivism (I7) through appeals to collective duty and shared consequences, globalism (I8) by framing climate change as a global issue with hashtags like #ActOnClimate and the ""no planet B"" framing, and revolutionism (I10) via the urgency and call for immediate, noticeable action rather than gradual change. It also reflects social responsibility (I12) by urging people to act for the common good. The post does not address ownership or economic systems (I1), state structure (I2), specific economic decision-making mechanisms (I3), equality frameworks (I4), culture-war ethical issues (I5), church-state relations (I6), military force (I9), or justice/procedural considerations (I11), so those are unrelated.","[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
218,"The text is a critique of a politician for perceived misogyny and invokes ""progressive"" constituents and being on the ""right side of history,"" which signals a progressive/liberal stance on social/cultural issues. This aligns with Ethical Liberalism (I5). The mention of upcoming voting reflects routine electoral accountability but does not express a stance on revolution vs. reform or other structural/economic dimensions. There are no explicit positions on ownership models (I1), state structure (I2), economic system (I3), equality model (I4), church–state relations (I6), collectivism vs. individualism (I7), foreign policy (I8), militarism (I9), revolutionary vs. gradual change (I10), justice orientation (I11), or individual rights vs. social responsibility (I12).","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
219,"The text is a descriptive report about a Chinese state-owned oil and gas company preparing to withdraw from operations in several Western countries due to fears of sanctions. This primarily signals a stance on Diplomatic Strategy: reducing exposure to foreign markets and avoiding potential political/economic entanglements is consistent with an isolationist orientation (I8=Right). It also implies a State Structure aspect: the phrase ""because of concerns in Beijing"" suggests central government influence over corporate decisions, making the dimension related but without an explicit normative endorsement (I2=Center). Other dimensions—Political Regime, Economic Orientation, Economic Equality, Ethical Pursuit, Church-State Relations, Cultural Value, Military Force, Social Development, Justice Orientation, and Personal Right—are not addressed in the text.","[0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
220,"The text expresses a clear pro-choice stance and rejects religiously motivated pro-life messaging, which directly relates to ethical issues around abortion. This aligns with Ethical Liberalism (I5 Left) because it supports reproductive freedom. The emphasis on individual autonomy in reproductive decisions also reflects Individual Right (I12 Right) and broader Individualism (I7 Right). Although the user criticizes ""religious pro-life"" content, there is no explicit position on the relationship between church and state (I6), nor any statements about economic systems, state structure, foreign policy, military use, justice procedures, or social change strategies, making those dimensions unrelated.","[0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
221,"The text questions whether Scotland should sell whisky to China, citing China as a threat and claiming such sales harm the Scottish whisky industry. This implies support for restricting economic engagement with a specific foreign country, aligning with Isolationism under Diplomatic Strategy (I8). It also suggests that the state should intervene in trade decisions (whether to sell to China) rather than leaving it to market actors, indicating a tilt toward Command Economy under Economic Orientation (I3). Other dimensions (I1, I2, I4–I7, I9–I12) are not directly addressed.","[0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
222,"The text endorses Medicare for All in response to COVID-19, aligning with left-leaning positions on state involvement in the economy and egalitarian access to healthcare. Related dimensions: I3 (Economic Orientation) leans left since it advocates greater government control in healthcare financing over market allocation; I4 (Economic Equality) leans left, emphasizing equal access/outcomes in healthcare; I7 (Cultural Value) leans collectivist as it prioritizes collective provision/responsibility for health; I11 (Justice Orientation) leans result justice by focusing on fair distribution of healthcare coverage; I12 (Personal Right) leans social responsibility, stressing communal obligation to ensure care. Unrelated dimensions: I1 (Political Regime) doesn't address ownership of means of production broadly; I2 (State Structure) not mentioned; I5 (Ethical Pursuit) not discussed; I6 (Church-State) not discussed; I8 (Diplomatic Strategy) not discussed; I9 (Military Force) not discussed; I10 (Social Development) no clear stance on revolutionary vs gradual change.","[0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
223,"The text praises those who ""are speaking up for defending our democratic institutions,"" indicating a clear emphasis on preserving rule-of-law processes and institutional integrity. This directly relates to Justice Orientation (I11), favoring Procedural Justice, where fair, established procedures and institutions are paramount. It also implies a preference for stability and institutional defense rather than radical upheaval, which aligns with Social Development (I10) on the Reformism side. The statement does not mention ownership of production (I1), distribution of state power (I2), the role of government in economic decisions (I3), equality frameworks (I4), moral or cultural issues such as sexual liberation or abortion (I5), church-state relations (I6), individual versus collective primacy (I7), foreign policy orientation (I8), reliance on military force (I9), or emphasis on individual rights versus responsibilities (I12); therefore those dimensions are unrelated.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
224,"The text criticizes “U.S. corporate media WW3 hype against Russia over Ukraine,” signaling skepticism toward war-escalation narratives and foreign conflict involvement. This implies an anti-interventionist/anti-war stance related to Military Force (I9), leaning toward pacifism, and a Diplomatic Strategy (I8) preference to avoid entanglement abroad, i.e., isolationist leaning. The call to “focus on what’s happening just north of us” reinforces attention away from distant conflicts, consistent with isolationist sentiment. No clear positions are expressed on ownership systems (I1), state structure (I2), economic system (I3), equality (I4), ethical issues (I5), church–state relations (I6), cultural individualism/collectivism (I7), methods of social change (I10), justice orientation (I11), or personal rights vs responsibilities (I12).","[0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
225,"The text positively references the Inflation Reduction Act’s EV incentive provisions as a policy tool to accelerate the transition beyond gasoline. This implies an economic orientation that accepts government intervention via incentives while still relying on market uptake, which aligns with a centrist position between command and market economies (I3=2). The advocacy is through formal legislation and incentives—gradual, policy-driven change—indicating reformism rather than revolutionary action (I10=3). The message does not address public vs private ownership (I1), central vs federal power distribution (I2), equality of outcome vs opportunity (I4), social/moral issues (I5), church-state relations (I6), collectivism vs individualism (I7), international vs isolationist stance (I8), use of military force (I9), justice orientation (I11), or rights vs responsibilities (I12).","[0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
226,"The text is a campaign-style statement emphasizing support for Pro-Life and Pro-Family positions. This directly maps to Ethical Pursuit (I5), indicating Ethical Conservatism (Right), as it implies restricting abortion and promoting traditional family norms. The message does not express views on ownership of production (I1), state structure (I2), economic decision-making (I3), equality frameworks (I4), church-state integration (I6), individual vs collective primacy (I7), foreign policy (I8), military use (I9), modes of social change (I10), justice orientation (I11), or a clear stance on rights vs responsibilities (I12). While Pro-Life positions often draw on religious moral reasoning, the text does not advocate merging religious and state power, so I6 remains unrelated.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
227,"The text expresses support for a trans woman doing work for women's rights and uses a culturally progressive tone about gender and self-expression. This aligns with Ethical Liberalism (I5=1). It frames the issue in terms of rights advocacy, indicating an emphasis on protecting individual rights rather than duties (I12=3). There is no substantive content about economic systems (I1, I3, I4), state structure (I2), church-state relations (I6), collectivism vs individualism (I7 is ambiguous and not clearly signaled), foreign policy (I8), military force (I9), pace of social change (I10), or justice procedures vs outcomes (I11), so these are marked unrelated.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 3]"
228,"The text critiques abortion bans by implying that proponents (described as white people) are out of touch with the realities of law enforcement and the criminal justice system. This signals opposition to abortion restrictions and aligns with support for abortion rights, which corresponds to Ethical Liberalism (I5 Left). While it mentions law enforcement and the criminal justice system, it does not articulate a stance on justice orientation (I11), church–state relations (I6), or other listed dimensions. There is no clear position on political regime, state structure, economic policy, equality models, cultural values, diplomacy, militarism, social change strategy, or personal rights vs social responsibility beyond the abortion context; thus those are marked unrelated.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
229,"The text critiques partisan governance styles in Congress, praising Democrats for communicating with both parties and criticizing Republicans for speaking only to their own side. This reflects a preference for fair, inclusive procedures and engagement of all stakeholders, aligning with Procedural Justice (I11 Right). No stance is expressed on ownership of production (I1), distribution of power between central and constituent authorities (I2), economic decision-making models (I3), equality focus (I4), sexual or moral norms (I5), church-state relations (I6), individual vs collective cultural values (I7), foreign policy orientation (I8), use of military force (I9), pace or method of social change (I10), or emphasis on individual rights vs social responsibilities (I12).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
230,"The text jokingly suggests that Russian and Ukrainian leaders could personally profit from financial markets by announcing a peace treaty, implying support for de-escalation and international cooperation. This relates to: (I8) Globalism, as it favors an international peace agreement over isolation; (I9) Pacifism, because it advocates ending conflict through a treaty rather than force; and (I11) Result Justice, since it prioritizes outcomes (“everyone wins”) even via an unfair/illicit process (insider trading), indicating ends-over-means thinking. Other dimensions are not addressed: no stance on ownership structures (I1), state structure (I2), economic planning vs market policy (I3), equality frameworks (I4), social ethical issues (I5), church-state relations (I6), cultural individualism vs collectivism (I7), pace of social change (I10), or personal rights vs social responsibility (I12).","[0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0]"
231,"The text is a sarcastic critique of President Biden, referencing the idea of ""walking back"" statements about crises and mocking a past incident of him stumbling on stairs, with hashtags pointing to criticism of Biden and the border situation. However, it does not articulate policy preferences or normative positions corresponding to the specified ideological dimensions. There is no explicit stance on ownership systems (I1), central vs federal power (I2), command vs market economy (I3), equality of outcome vs opportunity (I4), cultural/ethical issues (I5), church-state relations (I6), collectivism vs individualism (I7), globalism vs isolationism (I8), militarism vs pacifism (I9), revolution vs reform (I10), result vs procedural justice (I11), or personal rights vs social responsibility (I12). Even the mention of a ""border crisis"" lacks a clear policy orientation within these axes. Therefore, all dimensions are unrelated.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
232,"The text discusses feminism and the transgender movement, endorsing intermingling of sexes and androgyny as a normative future, which reflects support for liberal cultural norms around gender and sexual liberation. This directly relates to Ethical Pursuit (I5) and aligns with Ethical Liberalism (Left). The text does not address property ownership, state structure, economic system, equality frameworks, church-state relations, collectivism vs individualism, foreign policy, military use, methods of social change, justice orientation, or an emphasis on rights vs responsibilities; thus those dimensions are unrelated.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
233,"The text vehemently condemns Trump for allegedly inciting an insurrection that resulted in deaths and dismisses complaints about his social media bans as distractions from that harm. This indicates: (I10) a rejection of revolutionary direct action (insurrection), implying a preference for gradual, institutional change—Reformism (Right). (I11) an emphasis on harmful outcomes over concerns about procedural fairness in moderation decisions—Result Justice (Left). (I12) prioritizing public safety and social responsibility over an individual's speech rights—Social Responsibility (Left). The following dimensions are not addressed: (I1) Political Regime, (I2) State Structure, (I3) Economic Orientation, (I4) Economic Equality, (I5) Ethical Pursuit, (I6) Church-State Relations, (I7) Cultural Value, (I8) Diplomatic Strategy, and (I9) Military Force (the text concerns domestic political violence, not inter-state force).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
234,"The text is a partisan critique of increased IRS funding and tax enforcement under the Inflation Reduction Act, framing it as harmful to individuals' wallets and urging voters to remove current officials. This reflects opposition to government expansion in economic matters, indicating a preference for market-led approaches (I3 Right). The emphasis on ""YOUR wallet"" and objection to taxation/enforcement prioritizes individual interests over collective claims, aligning with Individualism (I7 Right) and a greater emphasis on protecting individual rights over social responsibility (I12 Right). The call to ""Vote them all out"" advocates significant political change but through electoral means rather than explicitly revolutionary or gradualist approaches, making its stance on pace/method of social change ambiguous (I10 Center). The text does not address ownership of the means of production (I1), state vs. federal power distribution (I2), equality frameworks (I4), social/ethical issues (I5), religion-state relations (I6), foreign policy (I8), interstate military force (I9), or specific justice frameworks (I11).","[0, 0, 3, 0, 0, 0, 3, 0, 0, 2, 0, 3]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
235,"The text criticizes increased taxation to fund a state and labels the benefits system as unsustainable, indicating opposition to government-led economic redistribution and support for a market-oriented approach (I3: Market Economy) and for opportunity over enforced equal outcomes (I4: Opportunity Equality). It also emphasizes individual burdens (“take even more money from us”) and disapproval of welfare dependence, reflecting an individualist value orientation (I7: Individualism) and prioritizing individual rights over social responsibility (I12: Individual Right). The objection that Sunak has “no democratic mandate” highlights concern with procedural legitimacy and fair process (I11: Procedural Justice). The opposition to “mass migration” suggests a stance favoring reduced international openness, aligning with isolationist tendencies (I8: Isolationism). The text does not address ownership of the means of production (I1), the distribution of power between central and constituent units (I2), sexual/moral issues (I5), church-state relations (I6), militarism vs pacifism (I9), or advocating revolutionary versus gradual change (I10), so those are unrelated.","[0, 0, 3, 3, 0, 0, 3, 3, 0, 0, 3, 3]","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3]"
236,"The text is a partisan comparison of foreign policy outcomes under Obama, Trump, and Biden regarding Russia’s invasions of Ukraine, asserting that supporting Ukraine implies preferring Trump due to perceived peace during his term. This touches on foreign policy and war/peace outcomes but does not articulate a clear stance along Globalism vs. Isolationism (no position on international entanglements) or Militarism vs. Pacifism (it praises peace but does not argue for or against the use of military force as a principle). All other dimensions (political regime, state structure, economic system/equality, ethical/cultural values, church-state relations, social change strategy, justice orientation, rights vs. responsibility) are not addressed.","[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
237,"The text is a brief comment alleging that Saudi Arabia manipulates oil markets by pre-selling and then dumping oil, causing a price collapse and leaving buyers with losses. It is descriptive and critical of a specific market behavior, but it does not articulate normative positions across the listed ideological dimensions. There is no explicit stance on socialism vs capitalism (I1), centralism vs federalism (I2), command vs market economy (I3), equality of outcome vs opportunity (I4), ethical liberalism vs conservatism (I5), secularism vs caesaropapism (I6), collectivism vs individualism (I7), globalism vs isolationism (I8), militarism vs pacifism (I9), revolutionism vs reformism (I10), result vs procedural justice (I11), or social responsibility vs individual rights (I12). Therefore, all dimensions are unrelated.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
238,"The text expresses approval of a legal strategy to challenge Wisconsin’s 1849 abortion ban, praising the use of more recent abortion-restricting statutes as a basis to argue against the older ban. This clearly signals a pro-choice stance, aligning with Ethical Liberalism (I5 left). It also implies support for individual autonomy over reproductive decisions, aligning with an emphasis on Individual Rights (I12 right). The favoring of litigation within existing institutions indicates a reformist approach rather than revolutionary action, aligning with Reformism (I10 right). There is no explicit content related to political regime (I1), state structure (I2), economic orientation (I3), economic equality (I4), church–state relations (I6), broader cultural collectivism vs individualism beyond the specific rights aspect (I7), foreign policy (I8), militarism (I9), or justice orientation framed as result vs procedural fairness (I11).","[0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 3]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
