index,reason,prediction,label
396,"The text discusses police brutality and inequality, emphasizing the need for change and recognition of these issues. It aligns with the left stance on Economic Equality (I4) by advocating for outcome equality. It also relates to Social Development (I10) by suggesting the necessity of direct action to achieve social goals, which is characteristic of revolutionism. The text does not directly address other dimensions.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0]"
397,"The text discusses the impact of the #BorderWall on a protected desert area, highlighting environmental destruction and the severance of the landscape. This relates to the dimension of Diplomatic Strategy (I8) as it implies a stance on border control and international relations, leaning towards Isolationism (Right). It also touches on Environmental Policy, though not directly listed in the dimensions, suggesting a concern for collective environmental protection which could loosely relate to Collectivism (I7). Other dimensions are unrelated as the text does not address political regime, state structure, economic orientation, etc.","[0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
398,"The text expresses support for Pro-Choice America, which aligns with ethical liberalism (I5) as it supports abortion rights. This is the only dimension clearly related in the text. Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, economic equality, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal right.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
399,"The text discusses liberal feminism and its framing of feminism as a movement of choice rather than liberation from patriarchy. This primarily relates to the dimension of Ethical Pursuit (I5), where liberal feminism aligns with Ethical Liberalism, supporting individual freedoms and choices. The text does not directly address other dimensions such as Political Regime (I1), State Structure (I2), Economic Orientation (I3), Economic Equality (I4), Church-State Relations (I6), Cultural Value (I7), Diplomatic Strategy (I8), Military Force (I9), Social Development (I10), Justice Orientation (I11), or Personal Right (I12).","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3]"
400,"The text discusses the NHS website listing 'antenatal' services for an anti-abortion group, which is related to the dimension of Ethical Pursuit (I5). The stance expressed is against abortion, aligning with Ethical Conservatism. Other dimensions are unrelated as the text does not address political regime, state structure, economic orientation, economic equality, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal rights.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1]"
401,"The text criticizes the government's emergency package for COVID-19, highlighting its failure to provide paid family leave for a significant portion of the workforce. This critique suggests a stance towards socialism (I1) as it implies a need for public support and protection for workers, contrasting with capitalism which prioritizes private interests. The text also touches on economic equality (I4), emphasizing the lack of outcome equality in the distribution of benefits. Additionally, it reflects a concern for social responsibility (I12), advocating for greater emphasis on fulfilling societal responsibilities towards individuals.","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 3]"
402,"The text primarily addresses issues related to ethical pursuit (I5) and personal right (I12). It criticizes the 'woke left' for their stance on Roe v Wade and questions their ability to defend women's rights, suggesting a conservative ethical stance. The text does not directly relate to other dimensions such as political regime, state structure, economic orientation, etc.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3]"
403,"The text highlights the disproportionate housing challenges faced by women and non-binary individuals, emphasizing social responsibility and collective action to address inequalities. It relates to dimensions I4 (Economic Equality) and I7 (Cultural Value), advocating for outcome equality and collectivism. The other dimensions are unrelated as they are not addressed in the text.","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3]"
404,"The text discusses the inadequacy of the safety net in America, suggesting a need for more public support and resources, which aligns with left-leaning views on economic orientation (I3) and economic equality (I4). It does not directly address other dimensions such as political regime, state structure, ethical pursuit, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal right.","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
405,"The text discusses the issue of abortion bans and implies a stance against extreme restrictions, aligning with ethical liberalism. It also touches on the topic of gun rights compared to women's rights, suggesting a critique of current policies. Dimensions related to ethical pursuit (I5) and personal right (I12) are most relevant here. The text advocates for voting to change these policies, indicating a reformist approach rather than a revolutionary one.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]"
406,"The text discusses the use of eminent domain for seizing land at the southern border, which relates to the dimensions of Political Regime (I1) and State Structure (I2). The stance on using government power to seize land suggests a centralist approach (I2), leaning towards the left. The opposition to building a border wall and the call to stop it indicates a preference for a less militaristic approach (I9), leaning towards pacifism. Other dimensions are unrelated as the text does not address economic orientation, equality, ethical pursuit, church-state relations, cultural values, diplomatic strategy, social development, justice orientation, or personal rights.","[0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
407,"The text expresses a strong stance on social justice and equality, particularly in the context of racial issues and historical injustices like slavery. It aligns with the left-leaning perspective on justice orientation (I11) by emphasizing result justice, where fair treatment and distribution are demanded. The mention of #BlackLivesMatter also suggests a collectivist (I7) approach, focusing on the rights and treatment of a specific social group. The text does not directly address other dimensions such as political regime, state structure, economic orientation, etc., making them unrelated.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3]"
408,"The text is unrelated to any of the ideological dimensions as it primarily focuses on an event related to job application and negotiation for immigrants, which does not touch upon political, economic, ethical, or social ideological issues.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
409,"The text discusses the U.S. administration's approach to crime in Central America and criminal gangs, which relates to diplomatic strategy (I8) and military force (I9). The mention of taking a 'harder line' suggests a militaristic approach, aligning with militarism. The focus on addressing crime internationally indicates a globalist perspective rather than isolationism. Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, economic equality, ethical pursuit, church-state relations, cultural value, social development, justice orientation, or personal rights.","[0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
410,"The text discusses issues related to funding and lobbying efforts concerning women's rights and protections, particularly in the context of placing male rapists in jails with vulnerable women. This touches on dimensions I5 (Ethical Pursuit) and I12 (Personal Right). The stance appears to advocate for ethical conservatism (I5) by emphasizing the need to protect vulnerable women based on moral norms, and it leans towards social responsibility (I12) by focusing on the responsibilities of organizations and society to protect individuals. Other dimensions are unrelated as the text does not address political regime, state structure, economic orientation, economic equality, church-state relations, cultural value, diplomatic strategy, military force, social development, or justice orientation.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
411,"The text primarily relates to the dimension of Personal Right (I12) and Ethical Pursuit (I5). The speaker expresses a strong stance on protecting individual rights, particularly the right of women to make decisions about their pregnancy and access to birth control, which aligns with the left-leaning perspective of Individual Right. Additionally, the support for reproductive rights and access to birth control reflects a stance in favor of Ethical Liberalism, which is also a left-leaning position. Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, economic equality, church-state relations, cultural value, diplomatic strategy, military force, social development, or justice orientation.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
412,"The text discusses the use of military force and diplomatic strategy, particularly in the context of NATO's actions in Kosovo and Russia's actions in Ukraine. It implies a critique of NATO's justification for military intervention, suggesting a stance against militarism (I9) and a preference for pacifism. Additionally, the text touches on globalism (I8) by referencing NATO's international perspective in its foreign policy. The text does not directly address other dimensions such as political regime, state structure, economic orientation, economic equality, ethical pursuit, church-state relations, cultural value, social development, justice orientation, or personal right.","[0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0]"
413,"The text primarily relates to the dimension of Ethical Pursuit (I5), as it discusses the stance on abortion rights, which is a key issue in ethical liberalism versus conservatism. The statement criticizes the anti-abortion rights agenda, indicating a left-leaning stance on this issue. Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, economic equality, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal rights.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
414,"The text discusses Micron's significant investment in U.S. memory manufacturing, which is a private company's initiative, indicating a capitalist approach (I1). The mention of strengthening national security and bolstering supply chain resilience suggests a globalist perspective in diplomatic strategy (I8), as it implies engagement with international economic systems. The creation of jobs aligns with a market economy orientation (I3), where economic decisions are driven by private entities. Other dimensions such as State Structure (I2), Economic Equality (I4), Ethical Pursuit (I5), Church-State Relations (I6), Cultural Value (I7), Military Force (I9), Social Development (I10), Justice Orientation (I11), and Personal Right (I12) are unrelated to the content of the text.","[3, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
415,"The text is unrelated to any of the ideological dimensions as it is a simple announcement about a book release and does not express any political, economic, ethical, or social stances.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
416,"The text primarily relates to the dimension I5 (Ethical Pursuit) and I6 (Church-State Relations). In I5, the text discusses the conflict between pro-choice advocates (Ethical Liberalism) and anti-choice religious fanatics (Ethical Conservatism), indicating a clear left-right divide. In I6, the involvement of NYPD cops acting on behalf of theocrats suggests a leaning towards Caesaropapism, where religious and state powers are unified, which is a right-leaning stance. Other dimensions are unrelated as they are not addressed in the text.","[0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
417,"The text discusses the idea of a 'Meninism Movement' in contrast to Feminism, which touches on the dimension of Cultural Value (I7) regarding individualism vs. collectivism. The humorous and somewhat sarcastic tone suggests a leaning towards individualism, as it focuses on reclaiming male identity and leadership, which aligns more with individualism than collectivism. Other dimensions are unrelated as the text does not address political regime, state structure, economic orientation, etc.","[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
418,"The text discusses the potential for large-scale military conflict in Ukraine, which is related to the dimension of Military Force (I9). The mention of 'proletariat' suggests a focus on the working class, which is more aligned with socialist perspectives, but the text does not explicitly advocate for socialism or capitalism, making it unrelated to Political Regime (I1). The text does not provide enough information to determine stances on other dimensions.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
419,"The text emphasizes the need for swift and decisive action in collaboration with international allies to address the Ukraine-Russia crisis, indicating a stance that aligns with globalism (I8) and militarism (I9). The call for international cooperation suggests a globalist perspective, while the urgency and decisiveness imply a militaristic approach to resolving conflicts. Other dimensions are unrelated as the text does not address them directly.","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]"
420,"The text primarily relates to dimensions I8 (Diplomatic Strategy) and I9 (Military Force). It criticizes Russia's military actions against Ukraine, which aligns with a globalist perspective (I8) that opposes isolationism and supports international solidarity. The condemnation of the war and the call to 'StandWithUkraine' and 'StopPutin' reflect a pacifist stance (I9), opposing militarism and violence between countries. Other dimensions are unrelated as the text does not discuss political regimes, state structures, economic orientations, etc.","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
421,"The text discusses a pro-choice organization's response to a legal decision affecting abortion rights, which is directly related to the Ethical Pursuit dimension (I5). The organization's stance supports ethical liberalism, advocating for sexual liberation and abortion rights. Other dimensions are unrelated as the text does not address political regime, state structure, economic orientation, economic equality, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal rights.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 2]"
422,"The text discusses the right to abortion, which is related to the dimension of Ethical Pursuit (I5). The argument that a woman’s right to abortion is rooted in constitutional promises of liberty and equal protection aligns with Ethical Liberalism, which supports issues like abortion. Other dimensions are unrelated as the text does not address political regime, state structure, economic orientation, economic equality, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal right.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
423,"The text expresses a strong stance on ethical liberalism (I5) by supporting a woman's right to choose, which aligns with the left position. It also implies a revolutionary approach to social development (I10) by advocating for direct action through protests. Other dimensions are unrelated as they are not addressed in the text.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3]"
424,"The text discusses the factors affecting gas prices, including taxes, distribution, marketing, and refining costs, without explicitly advocating for a specific political or economic system. It does not directly relate to the dimensions of Political Regime (I1), State Structure (I2), Economic Orientation (I3), Economic Equality (I4), Ethical Pursuit (I5), Church-State Relations (I6), Cultural Value (I7), Diplomatic Strategy (I8), Military Force (I9), Social Development (I10), Justice Orientation (I11), or Personal Right (I12). Therefore, all dimensions are marked as unrelated.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
425,"The text discusses the issue of transgender rights and the implications of Gender Recognition Act (GRA) reform, which is related to ethical pursuit (I5) and personal rights (I12). The stance of trans rights groups advocating for 'simple administrative change' aligns with ethical liberalism, supporting individual rights and freedoms, including those of transgender individuals. This suggests a left-leaning position on both dimensions. Other dimensions are unrelated as the text does not address political regime, state structure, economic orientation, economic equality, church-state relations, cultural value, diplomatic strategy, military force, social development, or justice orientation.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
426,"The text primarily addresses the issue of women's rights, particularly the right to make decisions about their own bodies, which is related to the dimension of Personal Right (I12). The stance expressed is in favor of protecting individual rights, specifically women's rights, which aligns with the 'Individual Right' aspect of the dimension. Other dimensions such as Political Regime (I1), State Structure (I2), Economic Orientation (I3), Economic Equality (I4), Ethical Pursuit (I5), Church-State Relations (I6), Cultural Value (I7), Diplomatic Strategy (I8), Military Force (I9), Social Development (I10), and Justice Orientation (I11) are unrelated to the content of the text.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3]"
427,"The text does not express any clear ideological stance related to the given dimensions. It appears to be a casual or humorous statement about personal interaction, which does not align with any of the ideological dimensions provided.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
428,"The text strongly advocates for women's rights, particularly in the context of reproductive rights and healthcare, which relates to Ethical Pursuit (I5). The emphasis on protecting women's rights and the potential negative impact of restrictive laws suggests a stance towards Ethical Liberalism, supporting sexual liberation and abortion rights. Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, etc.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3]"
429,"The text expresses a strong stance against racial and economic inequality and criticizes the current state of democratic norms in America, which relates to dimensions I4 (Economic Equality) and I11 (Justice Orientation) with a left-leaning perspective. The mention of 'fascists' attacking democratic norms could imply a preference for a more centralized authority to protect these norms, relating to I2 (State Structure) with a left-leaning view. The reaction to a Brit Monarchist suggests a rejection of unified religious and state power, relating to I6 (Church-State Relations) with a secularist (left) stance. Other dimensions are unrelated as they are not addressed in the text.","[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
430,"The text focuses on priorities for a stimulus bill, emphasizing support for the unemployed, low-income individuals, and states, which suggests a concern for economic equality and social responsibility. This aligns with left-leaning views on economic orientation and equality. The mention of 'triggers' could imply a structured approach to economic decisions, hinting at a command economy perspective. The text does not directly address other dimensions such as political regime, state structure, ethical pursuit, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal right.","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 2]"
431,"The text primarily relates to the dimension of Personal Right (I12) and Ethical Pursuit (I5). It emphasizes a woman's right to choose, which aligns with Individual Right (I12) and Ethical Liberalism (I5). The text does not provide information related to other dimensions such as Political Regime, State Structure, Economic Orientation, etc.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3]"
432,"The text emphasizes the need for immediate action and social justice, which relates to the dimensions of Social Development (I10) and Justice Orientation (I11). The call for 'BuildBackForJustice' and the urgency ('NOW!') suggest a revolutionary approach to social change, aligning with the left stance on Social Development. The focus on justice and urging Congress to fund communities indicates a concern for result justice, aligning with the left stance on Justice Orientation. Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, economic equality, ethical pursuit, church-state relations, cultural value, diplomatic strategy, military force, or personal rights.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
433,"The text discusses the push for trans rights to be recognized under the Americans With Disabilities Act and the issue of housing trans women in prisons with other women. This primarily relates to the dimension of Personal Right (I12), where the emphasis is on protecting individual rights, particularly for transgender individuals. The text does not directly address other dimensions such as Political Regime (I1), State Structure (I2), Economic Orientation (I3), Economic Equality (I4), Ethical Pursuit (I5), Church-State Relations (I6), Cultural Value (I7), Diplomatic Strategy (I8), Military Force (I9), Social Development (I10), or Justice Orientation (I11).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]"
434,"The text criticizes the Biden administration's focus on changing terminology related to immigration ('illegal alien' and 'assimilation') for humane reasons, while highlighting concerns about the safety and trafficking of unaccompanied alien children (UACs) at the border. This critique suggests a stance that prioritizes practical and immediate security concerns over semantic changes, which can be linked to dimensions related to political regime, state structure, and personal rights. However, the text does not explicitly discuss economic orientation, ethical pursuit, church-state relations, cultural value, diplomatic strategy, military force, social development, or justice orientation, making these dimensions unrelated.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
435,"The text discusses the issue of abortion, which is related to the dimension of Ethical Pursuit (I5). The stance is clearly in favor of protecting access to abortion care, aligning with Ethical Liberalism, which supports sexual liberation and abortion rights. Other dimensions are unrelated as the text does not address them.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
436,"The text does not provide any information related to the given ideological dimensions. It is a promotional post about a book release in the crime thriller genre, focusing on strong women detectives and a dystopian setting, which does not touch upon any of the specified political, economic, ethical, or social dimensions.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
437,"The text emphasizes the importance of bodily autonomy and the election of pro-choice candidates, which is related to the dimension of Ethical Pursuit (I5). The stance is clearly in favor of ethical liberalism, supporting sexual liberation and abortion rights. Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, economic equality, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal right.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]"
438,"The text primarily addresses issues related to social justice and equality, particularly focusing on the Black Lives Matter movement and the critique of selective concern over Black-on-Black crime. This relates to the dimensions of Justice Orientation (I11) and Personal Right (I12). The text suggests a stance towards Result Justice (I11) by emphasizing the need for fair treatment and distribution in social activities, particularly in the context of racial justice. It also leans towards Individual Right (I12) by highlighting the importance of protecting individual rights, specifically the rights of Black individuals. Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, ethical pursuit, church-state relations, cultural value, diplomatic strategy, military force, or social development.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
439,"The text discusses the growth of China's environmental protection industry and its impact on economic growth. It does not explicitly address the dimensions of political regime, state structure, economic orientation, economic equality, ethical pursuit, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal right. Therefore, all dimensions are considered unrelated to the content of the text.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
440,"The text discusses the border crisis and the influence of Mexican drug cartels, which relates to diplomatic strategy (I8) and military force (I9). The mention of cartels controlling the border suggests a concern for national security and potential militaristic responses, aligning with militarism (I9). The focus on the border crisis also implies a stance on diplomatic strategy, likely leaning towards isolationism (I8) to avoid entanglements with other countries. Other dimensions are unrelated to the content of the text.","[0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
441,"The text discusses the issue of institutional racism and its impact on the sanctity of life, particularly in the context of police encounters with black men. This primarily relates to the dimension of Justice Orientation (I11), where the focus is on Result Justice, emphasizing the need for fair treatment and distribution in social activities. The text does not directly address other dimensions such as Political Regime (I1), State Structure (I2), Economic Orientation (I3), Economic Equality (I4), Ethical Pursuit (I5), Church-State Relations (I6), Cultural Value (I7), Diplomatic Strategy (I8), Military Force (I9), Social Development (I10), or Personal Right (I12).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3]"
442,"The text emphasizes collective action and unity across diverse groups for the cause of justice, particularly highlighting the #BlackLivesMatter movement. This relates to the dimension of Cultural Value (I7) with a strong indication of Collectivism, as it portrays individuals as part of a larger social collective striving for a common goal. The focus on justice aligns with Justice Orientation (I11), specifically Result Justice, as it advocates for fair treatment and distribution in social activities. Other dimensions are unrelated as the text does not discuss political regimes, state structures, economic orientations, etc.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
443,"The text discusses the potential political and social consequences of the overturning of Roe v. Wade, particularly focusing on the Republican Party's stance on abortion. This relates to the Ethical Pursuit dimension (I5), as it touches on issues of abortion and sexual liberation. The text suggests a conservative approach to these issues, aligning with Ethical Conservatism. Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, economic equality, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal rights.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
444,"The text discusses a specific incident involving a police officer and makes a generalized statement about the Black Lives Matter (BLM) movement, suggesting a negative view of BLM. This relates to the dimension of Justice Orientation (I11) as it touches on perceptions of fairness and treatment in social activities. The text does not provide enough information to relate to other dimensions such as Political Regime, State Structure, Economic Orientation, Economic Equality, Ethical Pursuit, Church-State Relations, Cultural Value, Diplomatic Strategy, Military Force, Social Development, or Personal Right.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
445,"The text discusses the Inflation Reduction Act and its potential financial benefits, indicating a focus on economic policy and financial advice. This relates to the economic dimensions (I1, I3, I4) and possibly social development (I10). The mention of saving money and financial advice suggests a market-oriented approach (I3), but it does not explicitly advocate for public ownership (I1) or equality (I4). The text does not address dimensions like political regime (I1), state structure (I2), ethical pursuit (I5), church-state relations (I6), cultural value (I7), diplomatic strategy (I8), military force (I9), justice orientation (I11), or personal right (I12).","[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
446,"The text primarily discusses the importance of reading and a specific book that educates about the history of women and their struggles. It does not directly address any of the ideological dimensions listed, as it focuses on personal development and education rather than political, economic, or social ideologies.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
447,"The text discusses ethical issues related to abortion, which is directly related to the dimension I5 (Ethical Pursuit). The stance expressed supports ethical liberalism, advocating for a woman's right to choose (left-leaning). Other dimensions are unrelated as the text does not touch upon political regime, state structure, economic orientation, etc.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3]"
448,"The text expresses a strong sentiment against the media and the Democratic Party, suggesting a belief that they are undermining the country's foundational values. This aligns with a right-leaning perspective on Political Regime (I1) and Cultural Value (I7), where the emphasis is on preserving traditional structures and values against perceived threats. The text does not directly address other dimensions, making them unrelated.","[3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
449,"The text discusses temporary visa concessions for family members of British nationals in Ukraine, which is related to immigration policy and humanitarian considerations. It does not directly address political regime, state structure, economic orientation, economic equality, ethical pursuit, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal right. Therefore, all dimensions are unrelated except for a slight connection to social responsibility in the context of immigration.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0]"
450,"The text discusses the Inflation Reduction Act (IRA) and its purpose to reduce inflation, but it does not provide explicit ideological stances on the given dimensions. The focus is on the act's name and its economic impact, which could be related to economic orientation (I3) and social development (I10), but the text does not clearly express a left or right stance on these dimensions. Therefore, all dimensions are marked as unrelated.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
451,"The text primarily touches on ethical issues related to abortion, which is relevant to the dimension 'Ethical Pursuit' (I5). The scenario described does not explicitly advocate for or against abortion but presents a situation where an abortion is sought, which can be associated with ethical liberalism. Other dimensions are unrelated as the text does not discuss political regimes, state structures, economic orientations, etc.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
452,"The text discusses the development of the robot industry in China and its impact on economic and social development. It does not explicitly address any of the ideological dimensions directly. Therefore, all dimensions are considered unrelated to the content of the text.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
